ticket_id,status,triage_class,severity,deterministic_corroborating_criteria,possible_tolerance_overcall,intermediate_only_evidence,generator_model,case,candidate_id,domain,criterion_id,error_titles,evidence_paths,observed_values,required_corrections,source_result
FP-AUDIT-073,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,CuAAC,H-1B0875F,evidence_uncertainty,HE-02,"Unlabeled Kinetic Assumptions | First-order rate constant and kinetics used as if measured, but are labeled only as 'council-approved' with kinetics estimation bypassed; Da, mixing time, and conversion predictions depend on this unvalidated constant","[""design_calculations.steps[2].assumptions"", ""design_calculations.kinetics_method""] | [""design_calculations.steps[2].values.k_flow"", ""design_calculations.steps[2].assumptions[0]"", ""design_calculations.steps[6].values.Da_mass"", ""design_calculations.steps[6].assumptions[0]"", ""design_calculations.rate_constant"", ""design_calculations.kinetics_method""]","[""assumptions: ['τ set by ENGINE council — kinetics estimation bypassed']"", ""kinetics_method: 'council-approved'""] | [""k_flow = 0.01674604 s⁻¹ (used in Da and conversion equations)"", ""kinetics_method = 'council-approved'"", ""assumption: 'τ set by ENGINE council — kinetics estimation bypassed'"", ""Da_mass = 267.9 computed from this k"", ""D = 1e-09 m²/s labeled as assumption""]","Explicitly label the kinetic model (e.g., 'Assumed first-order kinetics based on batch data') and state the uncertainty in the rate constant. | Label k_flow as an estimated/inferred value with stated basis and propagate an uncertainty range through Da and conversion; flag all conclusions drawn from Da=267.9 as assumption-dependent.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_three_case_20260813_155908/cuaac_gpt54_full_flowpilot/result.json
FP-AUDIT-074,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,CuAAC,H-1B0875F,evidence_uncertainty,HE-04,Uncalibrated Uncertainty and Disposition | Pe=2 axial-dispersion warning and Da=267.9 mass-transfer-limited warning are acknowledged but not reflected in conversion confidence or disposition calibration; SCREEN disposition is stated without quantifying impact of these known failures,"[""confidence"", ""design_disposition.recommended_disposition"", ""safety_report.screen_required""] | [""design_calculations.steps[3].values.Pe"", ""design_calculations.steps[3].warnings[0]"", ""design_calculations.steps[6].values.Da_mass"", ""design_calculations.steps[6].warnings[0]"", ""confidence"", ""design_disposition.recommended_disposition"", ""disposition_rationale"", ""proposal.confidence""]","[""confidence: 'LOW'"", ""recommended_disposition: 'SCREEN'"", ""screen_required: false""] | [""Pe=2 (WARNING: reactor behaves closer to CSTR than PFR)"", ""Da_mass=267.9 (WARNING: severely mass-transfer limited)"", ""confidence='LOW'"", ""disposition_rationale='No deterministic hard-feasibility conflict was found'"", ""conversion X=0.94 assumed in STY and productivity calculations despite mass-transfer limitation""]","Set 'screen_required' to true or add a hard failure for missing catalyst. Explicitly state that the screen is contingent on verifying catalyst loading and mixing. | Qualify X=0.94 as a plug-flow upper bound, note that actual conversion under Pe=2/CSTR-like and mass-transfer-limited conditions is unknown, and revise the disposition rationale to explicitly list Pe and Da failures as key uncertainties driving the SCREEN recommendation.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_three_case_20260813_155908/cuaac_gpt54_full_flowpilot/result.json
FP-AUDIT-075,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,CRITICAL,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,chemistry_protocol,HC-02,Incorrect Hydrogen Equivalents Calculation in Pre-Council Proposal | H2 equivalents and in-channel flow calculation are internally inconsistent and the explanation section reports a contradictory BPR of 3.0 bar,"[""pre_council_proposal.reasoning_per_field.validation_against_calculations"", ""pre_council_proposal.reasoning_per_field.gas_flow_details""] | [""record_sections.proposal.streams[1].molar_equiv"", ""record_sections.proposal.multiphase_metrics.target_gas_equiv_inlet"", ""record_sections.proposal.multiphase_metrics.explicit_gas_equiv_inlet"", ""record_sections.proposal.multiphase_metrics.gas_supply_mmol_min"", ""record_sections.proposal.multiphase_metrics.gas_required_mmol_min"", ""record_sections.final_design.streams[1].molar_equiv"", ""record_sections.final_design.streams[1].gas_flow_sccm"", ""record_sections.final_design.streams[1].gas_flow_actual_mL_min"", ""record_sections.pre_council_proposal.streams[1].molar_equiv"", ""record_sections.explanation"", ""record_sections.proposal.multiphase_metrics.gas_pressure_abs_bar""]","[""H2 molar flow: 0.0446 mmol/min"", ""DMAOL molar flow: 0.0126 mmol/min"", ""Calculated Equivalents: 3.54""] | [""proposal stream B molar_equiv=10.0"", ""proposal multiphase_metrics target_gas_equiv_inlet=10.0 but explicit_gas_equiv_inlet=1.0"", ""proposal multiphase_metrics gas_supply_mmol_min=0.0126 equals DMAOL molar flow not H2 flow (should be ~0.126 mmol/min for 10 equiv)"", ""final_design stream B gas_flow_sccm=2.824003 sccm → H2 molar flow=2.824/22414 mol/mL×1000=0.1260 mmol/min → H2 equiv=0.1260/0.0126=10.0 (consistent with 10 equiv claim)"", ""proposal multiphase_metrics gas_pressure_abs_bar=22.0132 (inconsistent with stated 21 bar absolute)"", ""in-channel flow at 21 bar abs, 60°C: 2.824 sccm×(333.15/273.15)×(1.01325/21)=0.1660 mL/min, but record states 0.158539 mL/min"", ""explanation section states BPR=3.0 bar and flow=0.0756 mL/min and reactor volume=8.6728 mL — all contradicting the final_design values of 21 bar, 0.1 mL/min, 3.0 mL""]","Ensure the explanation matches the final design. The pre-council proposal is an intermediate and its rejection is acceptable if the final design is consistent. The final design's 10 equiv is consistent with the gas flow. The error is primarily in the explanation's contradiction. | Correct gas_supply_mmol_min to ~0.1260 mmol/min, set explicit_gas_equiv_inlet=10.0, set gas_pressure_abs_bar=21.0, recalculate in-channel flow consistently, and replace the explanation section with values matching the final_design (21 bar, 0.1 mL/min, 3.0 mL reactor).",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-076,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,chemistry_protocol,HC-04,Unsupported Chemistry Claims in Explanation | Explanation section contains invented operating parameters from a phantom design not present in the final_design record,"[""explanation""] | [""record_sections.explanation""]","[""BPR: 3.0 bar"", ""Reactor volume: 8.6728 mL"", ""Flow rate: 0.0756 mL/min""] | [""BPR: 3.0 bar"", ""flow rate: 0.0756 mL/min"", ""reactor volume: 8.6728 mL"", ""tubing ID: 0.75 mm"", ""MFC: 0.2135 sccm"", ""UA=13.876548 W/K"", ""Da_th=0.000217""]","Remove the unsupported parameters from the explanation and align it with the final design. | Replace the explanation section entirely with parameters drawn from the final_design record (21 bar, 0.1 mL/min, 3.0 mL, 4.35 mm ID, 2.824 sccm H2) and remove all references to the phantom 3.0 bar / 8.6728 mL design.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-077,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,numerical_engineering,HN-01,Contradictory Pressure Basis and Gas Flow Calculations | Inconsistent and internally contradictory gas pressure basis: 21 bar absolute stated but 22.0132 bar used in calculations,"[""proposal.multiphase_metrics.gas_pressure_abs_bar"", ""proposal.multiphase_metrics.pressure_basis"", ""design_calculations.gas_pressure_abs_bar"", ""design_calculations.pressure_basis""] | [""record_sections.proposal.multiphase_metrics.gas_pressure_abs_bar"", ""record_sections.design_calculations.gas_pressure_abs_bar"", ""record_sections.design_calculations.steps[7].values.gas_pressure_abs_bar"", ""record_sections.proposal.inventory_constraints.design_realization.decisions[2].pressure_absolute_bar"", ""record_sections.final_design.parameters.BPR_bar""]","[""gas_pressure_abs_bar: 22.0132"", ""pressure_basis: '21 bar absolute used for gas compression'""] | [""gas_pressure_abs_bar = 22.0132 bar (used in compression calculations throughout)"", ""pressure_absolute_bar = 21.0 bar (stated in design_realization decision)"", ""BPR_bar = 21.0 bar (stated in final_design)""]","Align the pressure basis statement with the numerical value used. Either change the basis to '21 bar gauge' and update all absolute pressure references to ~22.01 bar, or change the calculation pressure to 21.0 bar absolute and recalculate gas flows. | Identify the single authoritative absolute pressure (21.0 bar absolute per BPR inventory and stated basis), recalculate all in-channel gas flows and equivalents using that value, and propagate consistently.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-078,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,numerical_engineering,HN-02,Liquid Material Balance and Reactor Volume Contradiction | Liquid material balance: DMAOL molar flow and H2 equivalents are internally contradictory across sections,"[""design_calculations.steps[2].values.V_R_mL"", ""design_calculations.steps[2].values.liquid_holdup_mL"", ""final_design.parameters.reactor_volume_mL"", ""inventory_allocation.assignments[3].settings.volume_mL""] | [""record_sections.proposal.streams[1].molar_equiv"", ""record_sections.proposal.multiphase_metrics.target_gas_equiv_inlet"", ""record_sections.proposal.multiphase_metrics.explicit_gas_equiv_inlet"", ""record_sections.design_calculations.target_gas_equiv_inlet"", ""record_sections.design_calculations.explicit_gas_equiv_inlet"", ""record_sections.design_calculations.gas_supply_mmol_min"", ""record_sections.design_calculations.steps[5].values.gas_supply_mmol_min"", ""record_sections.pre_council_proposal.streams[1].molar_equiv""]","[""design_calculations.V_R_mL: 7.756"", ""design_calculations.liquid_holdup_mL: 3.0"", ""final_design.reactor_volume_mL: 3.0"", ""inventory_allocation.volume_mL: 3.0""] | [""stream B molar_equiv = 10.0 (proposal and final_design)"", ""explicit_gas_equiv_inlet = 1.0 (proposal.multiphase_metrics and design_calculations top-level)"", ""target_gas_equiv_inlet = 10.0 (same sections)"", ""gas_supply_mmol_min = 0.0126 (design_calculations top-level, equals DMAOL molar flow, implying 1 equiv)"", ""gas_supply_mmol_min = 0.126 (design_calculations.steps[5].values, 10x larger)"", ""pre_council stream B molar_equiv = 1.0""]","Recalculate residence time based on the actual 3.0 mL reactor volume and the actual liquid holdup fraction. If the reactor is 3.0 mL and liquid flow is 0.1 mL/min, the liquid residence time is 30 min ONLY if the reactor is full of liquid (gas holdup ~0). The reported gas holdup of 0.1368 or 0.6132 must be reconciled with the physical volume. | Set gas_supply_mmol_min = 0.1260 mmol/min (= 2.824 sccm / 22,414 mL/mol × 1000) and explicit_gas_equiv_inlet = 10.0 everywhere; remove the contradictory value of 1.0.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-079,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,numerical_engineering,HN-03,Hydrogen Equivalents Calculation Error | In-channel H2 flow is inconsistent across sections and the pressure-corrected conversion is arithmetically wrong,"[""proposal.streams[1].molar_equiv"", ""proposal.multiphase_metrics.explicit_gas_equiv_inlet"", ""design_calculations.explicit_gas_equiv_inlet""] | [""record_sections.proposal.streams[1].gas_flow_actual_mL_min"", ""record_sections.proposal.multiphase_metrics.gas_flow_actual_mL_min"", ""record_sections.proposal.multiphase_metrics.gas_actual_uncapped_mL_min"", ""record_sections.design_calculations.gas_flow_actual_mL_min"", ""record_sections.design_calculations.gas_actual_uncapped_mL_min"", ""record_sections.design_calculations.steps[5].equations[2]"", ""record_sections.pre_council_proposal.streams[1].gas_flow_actual_mL_min""]","[""stream B molar_equiv: 10.0"", ""explicit_gas_equiv_inlet: 1.0""] | [""proposal stream B gas_flow_actual_mL_min = 0.158539 (authoritative final)"", ""proposal multiphase_metrics gas_actual_uncapped_mL_min = 0.0159"", ""design_calculations gas_flow_actual_mL_min = 0.158539"", ""design_calculations gas_actual_uncapped_mL_min = 0.0159"", ""design_calculations step 5 equation: Q_g_actual = 2.824 sccm × (333.15/273.15) × (1/21) = 0.159 mL/min (using 21 bar)"", ""pre_council stream B gas_flow_actual_mL_min = 0.365 (using different pressure)""]","Update `explicit_gas_equiv_inlet` to 10.0 in all sections. | Adopt one pressure basis (21 bar absolute per protocol), recalculate Q_g_actual = 2.824 × (333.15/273.15) / 21 × 1.01325 ≈ 0.1663 mL/min, remove the contradictory 0.0159 value, and propagate to gas holdup and all residence times.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-080,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,numerical_engineering,HN-04,Residence Time Closure Failure | Residence time values are mutually contradictory across sections and the gas-holdup-based reactor sizing is inconsistent with the fixed 3 mL inventory reactor,"[""final_design.parameters.residence_time_min"", ""final_design.parameters.residence_time_in_channel_min"", ""design_calculations.residence_time_in_channel_min""] | [""record_sections.proposal.residence_time_min"", ""record_sections.proposal.multiphase_metrics.nominal_liquid_empty_bed_time_min"", ""record_sections.proposal.multiphase_metrics.apparent_in_channel_time_min"", ""record_sections.design_calculations.residence_time_in_channel_min"", ""record_sections.design_calculations.apparent_in_channel_time_min"", ""record_sections.design_calculations.steps[2].values.tau_primary_min"", ""record_sections.design_calculations.steps[3].values.residence_time_in_channel_min"", ""record_sections.design_calculations.steps[3].values.V_R_mL"", ""record_sections.design_calculations.reactor_volume_m3"", ""record_sections.final_design.parameters.residence_time_in_channel_min"", ""record_sections.pre_council_proposal.residence_time_in_channel_min""]","[""residence_time_min: 30.0"", ""residence_time_in_channel_min: 11.603665 (final_design), 25.8941 (design_calculations)""] | [""proposal.residence_time_min = 30.0 (nominal liquid empty-bed)"", ""proposal.multiphase_metrics.apparent_in_channel_time_min = 11.603665"", ""design_calculations top-level residence_time_in_channel_min = 25.8941"", ""design_calculations apparent_in_channel_time_min = 11.603665"", ""design_calculations step 3 residence_time_in_channel_min = 30.0"", ""design_calculations reactor_volume_m3 = 7.756e-06 (= 7.756 mL, not 3 mL)"", ""final_design.parameters.residence_time_in_channel_min = 11.603665"", ""pre_council residence_time_in_channel_min = 6.44""]","Recalculate residence times consistently using the selected pressure basis and reactor volume. Ensure tau_liquid = V_liquid / Q_liquid and tau_channel = V_reactor / (Q_liquid + Q_gas_actual). | Fix V_R = 3.0 mL throughout all calculations, recalculate tau_in_channel = 3.0/(0.1 + Q_gas_actual) using the single authoritative Q_gas_actual, and remove or clearly label all superseded intermediate residence time values.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-081,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,numerical_engineering,HN-06,"Heat Transfer Area Calculation Mismatch | Pe, reactor length, and gas holdup in transport calculations use the inflated 7.756 mL reactor volume rather than the fixed 3.0 mL inventory reactor, making all derived transport metrics wrong","[""design_calculations.steps[6].values.A_wall_m2"", ""design_calculations.tubing_length_m"", ""design_calculations.tubing_ID_m""] | [""record_sections.design_calculations.steps[3].values.V_R_mL"", ""record_sections.design_calculations.steps[3].values.L_m"", ""record_sections.design_calculations.steps[3].values.Pe"", ""record_sections.design_calculations.steps[3].values.gas_holdup"", ""record_sections.design_calculations.steps[3].equations[2]"", ""record_sections.design_calculations.steps[5].values.gas_holdup"", ""record_sections.design_calculations.steps[6].values.t_mix_s"", ""record_sections.design_calculations.steps[6].values.Da_mass"", ""record_sections.design_calculations.tubing_length_m""]","[""A_wall_m2: 0.007132"", ""tubing_length_m: 0.5219"", ""tubing_ID_m: 0.00435""] | [""step 3 V_R_mL = 7.756 (derived from holdup model, not inventory)"", ""step 3 L_m = 0.5219 m (from 7.756 mL)"", ""step 3 gas_holdup = 0.6132"", ""step 3 Pe = 18.3 (using L = 0.52 m)"", ""design_calculations.tubing_length_m = 0.5219"", ""inventory reactor length = 0.2 m (from reactor configuration '200 mm')"", ""step 5 gas_holdup = 0.6132 (consistent with inflated volume)"", ""step 6 Da_mass = 5.04 (uses k from inflated volume calculation)""]","Recalculate heat transfer area and UA for the 0.2 m length reactor. | Fix L = 0.2 m and V_R = 3.0 mL in all transport steps, recalculate gas holdup from actual flows, and recompute Pe, Da, mixing time, heat transfer area, and pressure drop using the correct geometry.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-082,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,process_inventory,HP-01,Invalid Topology Stream Typing and Separator Phase Definition | Gas stream topology label mismatch: H2 stream typed as liquid in process graph,"[""final_design.process_graph.streams[1].stream_type"", ""final_design.process_graph.unit_operations[6].parameters.phases""] | [""record_sections.final_design.process_graph.topology.streams[1].stream_type"", ""record_sections.process_topology.streams[1].stream_type"", ""record_sections.process_requirements_topology.streams[1].stream_type""]","[""stream_type: 'liquid' (for stream s2 from MFC)"", ""phases: ['liquid', 'liquid'] (for separator)""] | [""stream_id=s2, from_op=pump_b, to_op=mixer_1, stream_type='liquid'""]","Set stream s2 type to 'gas' and separator phases to ['gas', 'liquid']. | Change stream_type of s2 from 'liquid' to 'gas' in process_graph.topology.streams, process_topology.streams, and process_requirements_topology.streams.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-083,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,process_inventory,HP-03,Mixer Flow Capability Violation | In-channel H2 flow and residence time arithmetic internally inconsistent across sections,"[""final_design.instrument_manifest[2].settings[0].total_flow_mL_min"", ""authoritative_inventory.mixers[0].min_total_flow_mL_min""] | [""record_sections.proposal.multiphase_metrics.gas_pressure_abs_bar"", ""record_sections.proposal.multiphase_metrics.residence_time_in_channel_min"", ""record_sections.proposal.multiphase_metrics.residence_time_inlet_min"", ""record_sections.proposal.streams[1].gas_flow_actual_mL_min"", ""record_sections.proposal.multiphase_metrics.gas_flow_actual_mL_min"", ""record_sections.proposal.multiphase_metrics.gas_actual_uncapped_mL_min""]","[""Mixer total_flow_mL_min: 0.1"", ""Mixer min_total_flow_mL_min: 0.1""] | [""gas_pressure_abs_bar=22.0132 in multiphase_metrics vs 21.0 bar absolute stated in design_realization and stream B reasoning"", ""gas_flow_actual_mL_min=0.158539 in streams[] but gas_actual_uncapped_mL_min=0.0159 in multiphase_metrics (factor-of-10 discrepancy)"", ""residence_time_in_channel_min=25.8941 in multiphase_metrics vs 11.603665 in final_design and design_realization"", ""residence_time_inlet_min=7.845 in multiphase_metrics vs 1.025991 in final_design""]","Update mixer setting total_flow_mL_min to reflect the combined gas-liquid flow or clarify if the setting refers only to liquid. Given the strict assignment, the value 0.1 is factually incorrect for 'total flow'. | Correct multiphase_metrics to use 21.0 bar absolute consistently, fix gas_actual_uncapped_mL_min to 0.1585, and update residence_time_inlet_min to 1.026 and residence_time_in_channel_min to 11.60 to match the authoritative final_design block.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-084,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,process_inventory,HP-04,Contradictory Gas Equivalents and Flow Values Across Sections | BPR setting recorded as 3.0 bar in inventory_enforcement intermediate passes,"[""proposal.streams[1].molar_equiv"", ""proposal.inventory_constraints.flow_recalculation.target_gas_equiv_inlet"", ""proposal.inventory_constraints.flow_recalculation.gas_flow_sccm""] | [""record_sections.inventory_enforcement.first_pass.old.BPR_bar"", ""record_sections.inventory_enforcement.final_pass.old.BPR_bar""]","[""Stream B molar_equiv: 10.0"", ""Flow recalculation target_gas_equiv_inlet: 1.0"", ""Flow recalculation gas_flow_sccm: 0.28241""] | [""first_pass.old.BPR_bar=3.0"", ""final_pass.old.BPR_bar=3.0""]","Remove or correct the 'flow_recalculation' block to match the final design values (10 equiv, 2.824 sccm). | Document the origin of the 3.0 bar intermediate value or replace it with the pre-enforcement value actually used; if it was a prior model proposal, label it explicitly as a rejected intermediate.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-085,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,evidence_uncertainty,HE-01,Unresolved contradiction in gas flow/equivalents across record sections | Acetic acid protocol constraint misrepresented; density assumption correctly labeled but concentration value inconsistently propagated; batch conversion misquoted in one location,"[""record_sections.proposal.streams[1].gas_flow_sccm"", ""record_sections.proposal.multiphase_metrics.gas_flow_sccm"", ""record_sections.proposal.streams[1].molar_equiv"", ""record_sections.proposal.multiphase_metrics.explicit_gas_equiv_inlet""] | [""record_sections.chemistry_plan.stream_logic[1].molar_equiv"", ""record_sections.proposal.streams[1].molar_equiv"", ""record_sections.proposal.multiphase_metrics.explicit_gas_equiv_inlet"", ""record_sections.design_calculations.explicit_gas_equiv_inlet"", ""record_sections.pre_council_proposal.streams[1].molar_equiv"", ""record_sections.design_calculations.steps[1].values.X""]","[""Stream B gas_flow_sccm: 2.824003"", ""Multiphase Metrics gas_flow_sccm: 0.2824"", ""Stream B molar_equiv: 10.0"", ""Multiphase Metrics explicit_gas_equiv_inlet: 1.0""] | [""chemistry_plan.stream_logic[B].molar_equiv=1.0 (H2 equiv labeled as 1.0 in chemistry plan)"", ""proposal.streams[B].molar_equiv=10.0 (final proposal uses 10 equiv)"", ""design_calculations.explicit_gas_equiv_inlet=1.0 while target_gas_equiv_inlet=10.0 in same record"", ""design_calculations.steps[1].values.X=0.381 while protocol states 38.1% (consistent) but deliberation_log DrKineticsV4 uses batch_time_h=5 → 300 min yet design_calculations.batch_time_s=18000 (300 min, consistent)"", ""pre_council_proposal.streams[B].molar_equiv=1.0 with gas_flow_sccm=1.0 sccm giving 3.54 equiv by its own arithmetic, contradicting the labeled 1.0""]",Align multiphase_metrics with stream definitions in the proposal section or explicitly mark the lower values as rejected intermediate calculations. | Set chemistry_plan.stream_logic[B].molar_equiv to the actual computed value (10.0 in final design); reconcile explicit_gas_equiv_inlet with target_gas_equiv_inlet in design_calculations; clearly mark pre-council stream B molar_equiv as a placeholder superseded by the post-council value.,/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-086,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MAJOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,evidence_uncertainty,HE-02,"Pressure basis ambiguity in gas compression | Kinetic rate constant and first-order assumption presented without labeling as estimates; ΔH, U, D_mol, and density assumptions unlabeled in authoritative calculation steps","[""record_sections.proposal.multiphase_metrics.pressure_basis"", ""record_sections.proposal.multiphase_metrics.gas_pressure_abs_bar""] | [""record_sections.design_calculations.steps[2].values.k_flow"", ""record_sections.design_calculations.steps[2].assumptions"", ""record_sections.design_calculations.rate_constant"", ""record_sections.design_calculations.reaction_order"", ""record_sections.design_calculations.steps[7].assumptions"", ""record_sections.design_calculations.steps[6].assumptions"", ""record_sections.design_calculations.steps[4].values.rho_kg_m3""]","[""pressure_basis: '21 bar absolute used for gas compression'"", ""gas_pressure_abs_bar: 22.0132""] | [""rate_constant=0.0002664722257208561 s⁻¹ reported as a precise number"", ""reaction_order=1 (assumed first-order)"", ""steps[2].assumptions=['τ set by ENGINE council — kinetics estimation bypassed'] yet k_flow is still propagated"", ""steps[7].assumptions list ΔH≈-120 kJ/mol, U≈300 W/m²K, ΔT≈10°C as estimates but these feed the authoritative heat_generation_W and heat_removal_W"", ""steps[4].values.rho_kg_m3=1000.0 (water density used for methanol solution without labeling as assumption)"", ""steps[6].assumptions label D=1e-9 m²/s as typical but Da_mass=5.04 drives a WARNING that influences disposition""]","Clarify whether the 21 bar BPR setpoint is absolute or gauge and ensure all pressure-dependent calculations use the consistent basis. | Add explicit inline labels (e.g., 'estimated', 'assumed first-order', 'surrogate value') to k_flow, reaction_order, rho, ΔH, U, ΔT_lm, and D_mol wherever they appear in authoritative calculation steps, not only in subordinate assumption lists.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
FP-AUDIT-087,NEEDS_TECHNICAL_ADJUDICATION,LLM_CONSENSUS_REQUIRES_TECHNICAL_REVIEW,MINOR,,False,False,GPT-5.4,Hydrogenolysis,H-9449CD3,evidence_uncertainty,HE-03,Irrelevant analogies cited for hydrogenation design | All three analogies are photocatalytic or homogeneous hydrogenation systems; none is a heterogeneous Pd-catalyzed gas-liquid-solid packed-bed hydrogenation directly relevant to the design decisions being supported,"[""record_sections._analogies[0].metadata.chemistry_class"", ""record_sections._analogies[1].metadata.chemistry_class"", ""record_sections._analogies[2].metadata.chemistry_class""] | [""record_sections._analogies[0].metadata.mechanism_type"", ""record_sections._analogies[0].metadata.chemistry_class"", ""record_sections._analogies[1].metadata.mechanism_type"", ""record_sections._analogies[1].metadata.chemistry_class"", ""record_sections._analogies[2].metadata.mechanism_type"", ""record_sections._analogies[2].metadata.chemistry_class"", ""record_sections.pre_council_proposal.reasoning_per_field.analogy_comparison"", ""record_sections.deliberation_log.rounds[0][2].chain_of_thought""]","[""Analogy 1: metallaphotoredox catalysis"", ""Analogy 2: Visible-light photoredox catalysis"", ""Analogy 3: asymmetric hydrogenation""] | [""Analogy 1: metallaphotoredox cross-coupling, Ni photocatalyst, DMAC, single-phase liquid, final_score=0.0741"", ""Analogy 2: g-C3N4 visible-light photoredox, single-phase liquid MeOH, no H2, final_score=0.0728"", ""Analogy 3: Rh-thiourea homogeneous asymmetric hydrogenation in DCM microflow, final_score=0.0612"", ""All three have final_score<0.08 and none involves heterogeneous Pd catalyst or gas-liquid-solid packed-bed H2 hydrogenation""]","Replace irrelevant photoredox analogies with more relevant thermal hydrogenation or gas-liquid-solid packed-bed analogies. | Replace or supplement analogies with heterogeneous Pd-catalyzed gas-liquid-solid packed-bed hydrogenation references; if none are available, explicitly state that no relevant analogy was found and that residence-time and IF estimates rest solely on the batch protocol anchor.",/home/amirreza/Documents/codes/Flow Agent/ablation_results/newgen_benchmark/newgen_openai_repaired_cells_20260813_161126/hydrogenolysis_gpt54_full_flowpilot/result.json
